Time, Aileron Command (norm), Elevator Command (norm), Rudder Command (norm), Flap Command (norm), Left Aileron Position (deg), Right Aileron Position (deg), Elevator Position (deg), Rudder Position (deg), Flap Position (deg), P (deg/s), Q (deg/s), R (deg/s), P dot (deg/s^2), Q dot (deg/s^2), R dot (deg/s^2), q bar (psf), Reynolds Number, V_{Total} (ft/s), V_{Inertial} (ft/s), UBody, VBody, WBody, Aero V_{X Body} (ft/s), Aero V_{Y Body} (ft/s), Aero V_{Z Body} (ft/s), V_{North} (ft/s), V_{East} (ft/s), V_{Down} (ft/s), Altitude ASL (ft), Altitude AGL (ft), Phi (deg), Theta (deg), Psi (deg), Alpha (deg), Beta (deg), Latitude (deg), Longitude (deg), ECEF X (ft), ECEF Y (ft), ECEF Z (ft), EPA (deg), Distance AGL (ft), Terrain Radius (ft), Pitch Trim Sum, Elevator Control, elevator normalization, Roll-Trim-Sum, Left Aileron Control, Right Aileron Control, left aileron normalization, right aileron normalization, Rudder Command Sum, Yaw Damper Rate, Yaw Damper Beta, Yaw Damper Sum, Yaw Damper Final, Rudder Sum, Rudder Control, rudder normalization, Flaps Control, flap normalization, Gear Control, Speedbrake Control, vc-kts, alphadot-deg sec, betadot-deg sec, throttle-cmd-norm
0.00833333, 0, 0, 0, 0.5, 0, 0, 3.089208813, 0, 15, -0.0000000000000000, 0.0000000133552909, 0.0000000000000000, -0.0000000000000013, 0.0000010753622376, 0.0000000000000036, 47.03508801, 7756894.609, 223.054207721, 1542.68941705, 222.2503508670090753, 0.0000000000001561, -18.9198605091338301, 222.2503508670090753, 0.0000000000001561, -18.9198605091338301, 223.0542040689011571, 0.0000000000000000, -0.0000195493242359, 7629.0000003316, 7629.0000003316, -0.0000000000000000, -4.8657680157978147, 0.0000000000000000, -4.8657780829154, 4.0103549855054e-14, 1.0175232887066e-05, 8.2431423420858e-29, 20933279.0000000000000000, 0.0000000000000000, 3.7175685349764671, 6.9634541608622e-05, 7629.0000003316, 20925650, 0.154048185, 0.0539168646, 0.154048185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0.5, 1, 0, 117.5736594, 3.534761484e-06, 9.624855068e-12, 0.6634132059
0.02499999, 0, 0, 0, 0.5, 0, 0, 3.089208813, -1.468236793e-15, 15, -0.0000000000000145, 0.0000000754277508, -0.0000000000000065, -0.0000000000009914, 0.0000037341869207, -0.0000000000004068, 47.03509106, 7756894.86, 223.054214951, 1542.68941811, 222.2503580738861899, 0.0000000000011183, -18.9198610869934356, 222.2503580738861899, 0.0000000000011183, -18.9198610869934356, 223.0542113488322968, 0.0000000000005678, -0.0000589324441869, 7629.000001315, 7629.0000013188, -0.0000000000000000, -4.8657578399688486, 360.0000030593939755, -4.8657780737906, 2.8726801643839e-13, 2.035046606585e-05, 1.0036957021059e-20, 20933278.9999999925494194, 0.0000000000000037, 7.4351371765334893, 0.00013926908321724, 7629.0000013188, 20925650, 0.154048185, 0.0539168646, 0.154048185, 0, 0, 0, 0, 0, 0, -7.32159029e-17, 0, -7.32159029e-17, -7.32159029e-17, -7.32159029e-17, -2.5625566e-17, -7.32159029e-17, 15, 0.5, 1, 0, 117.5736632, -2.418955096e-06, 1.818076247e-11, 0.6634132059
0.04166665, 0, 0, 0, 0.5, 0, 0, 3.089208813, -1.017261805e-14, 15, -0.0000000000000617, 0.0000001843778268, -0.0000000000000285, -0.0000000000028144, 0.0000065463326418, -0.0000000000013792, 47.03509406, 7756895.107, 223.054222081, 1542.68941914, 222.2503651481938505, 0.0000000000021589, -18.9198620359037797, 222.2503651481938505, 0.0000000000021589, -18.9198620359037797, 223.0542185284978984, 0.0000000000016876, -0.0000987059373152, 7629.0000029542, 7629.0000029542, -0.0000000000000006, -4.8657476627192029, 360.0000030593939755, -4.8657781625222, 5.5456678144726e-13, 3.0525699574442e-05, 6.126480826422e-20, 20933278.9999999850988388, 0.0000000000000224, 11.1527059385882001, 0.00020890362482587, 7629.0000029542, 20925650, 0.154048185, 0.0539168646, 0.154048185, 0, 0, 0, 0, 0, 0, -5.07273363e-16, 0, -5.07273363e-16, -5.07273363e-16, -5.07273363e-16, -1.77545677e-16, -5.07273363e-16, 15, 0.5, 1, 0, 117.5736669, -8.208438256e-06, 1.208695373e-11, 0.6634132059
0.05833331, 0, 0, 0, 0.5, 0, 0, 3.089208813, -3.59708711e-14, 15, -0.0000000000001200, 0.0000003426075912, -0.0000000000000868, -0.0000000000033540, 0.0000095024649626, -0.0000000000035925, 47.03509703, 7756895.351, 223.054229109, 1542.68942017, 222.2503720902891189, 0.0000000000023393, -18.9198633452519580, 222.2503720902891189, 0.0000000000023393, -18.9198633452519580, 223.0542256072633052, 0.0000000000024119, -0.0001388621390568, 7629.0000052676, 7629.0000052676, -0.0000000000000020, -4.8657374832500624, 360.0000030593939755, -4.8657783463863, 6.0089537731213e-13, 4.0700933408254e-05, 1.5723354393506e-19, 20933278.9999999850988388, 0.0000000000000574, 14.8702748194639831, 0.00027853816643449, 7629.0000052676, 20925650, 0.154048185, 0.0539168646, 0.154048185, 0, 0, 0, 0, 0, 0, -1.79374323e-15, 0, -1.79374323e-15, -1.79374323e-15, -1.79374323e-15, -6.2781013e-16, -1.79374323e-15, 15, 0.5, 1, 0, 117.5736706, -1.383491957e-05, -8.29021813e-12, 0.6634132059
0.07499997, 0, 0, 0, 0.5, 0, 0, 3.089208813, -9.723821847e-14, 15, -0.0000000000001355, 0.0000005523455104, -0.0000000000002128, -0.0000000000006735, 0.0000125923235694, -0.0000000000076990, 47.03509994, 7756895.592, 223.054236035, 1542.68942118, 222.2503789005361057, 0.0000000000007445, -18.9198650044753158, 222.2503789005361057, 0.0000000000007445, -18.9198650044753158, 223.0542325845905793, 0.0000000000018114, -0.0001793936719352, 7629.0000082478, 7629.0000082478, -0.0000000000000042, -4.8657273007209945, 360.0000030593939755, -4.8657786226714, 1.9122646739019e-13, 5.087616756267e-05, 2.5864428134632e-19, 20933278.9999999962747097, 0.0000000000000945, 18.5878438174748020, 0.00034817270804311, 7629.0000082478, 20925650, 0.154048185, 0.0539168646, 0.154048185, 0, 0, 0, 0, 0, 0, -4.84893445e-15, 0, -4.84893445e-15, -4.84893445e-15, -4.84893445e-15, -1.69712706e-15, -4.84893445e-15, 15, 0.5, 1, 0, 117.5736742, -1.929905741e-05, -4.258737942e-11, 0.6634132059
0.09166663, 0, 0, 0, 0.5, 0, 0, 3.089208813, -2.197137833e-13, 15, -0.0000000000000251, 0.0000008156541115, -0.0000000000004483, 0.0000000000069899, 0.0000158059528332, -0.0000000000143094, 47.03510282, 7756895.829, 223.054242859, 1542.68942217, 222.2503855793043783, -0.0000000000035170, -18.9198670030599914, 222.2503855793043783, -0.0000000000035170, -18.9198670030599914, 223.0542394599511340, -0.0000000000010209, -0.0002202933458655, 7629.0000119098, 7629.0000119098, -0.0000000000000056, -4.8657171142558377, 360.0000030593939755, -4.8657789886784, -9.0341609731178e-13, 6.1051402033049e-05, 2.8431269765328e-19, 20933279.0000000260770321, 0.0000000000001039, 22.3054129309257299, 0.00041780724965173, 7629.0000119098, 20925650, 0.154048185, 0.0539168646, 0.154048185, 0, 0, 0, 0, 0, 0, -1.09563683e-14, -0, -1.09563683e-14, -1.09563683e-14, -1.09563683e-14, -3.8347289e-15, -1.09563683e-14, 15, 0.5, 1, 0, 117.5736778, -2.460167513e-05, -9.044180296e-11, 0.6634132059
0.10833329, 0, 0, 0, 0.5, 0, 0, 3.089208813, -4.360270925e-13, 15, 0.0000000000003212, 0.0000011344349774, -0.0000000000008448, 0.0000000000212359, 0.0000191336951808, -0.0000000000239947, 47.03510564, 7756896.061, 223.054249581, 1542.68942315, 222.2503921269674834, -0.0000000000113130, -18.9198693305507817, 222.2503921269674834, -0.0000000000113130, -18.9198693305507817, 223.0542462328257329, -0.0000000000069713, -0.0002615541579090, 7629.0000162534, 7629.0000162534, -0.0000000000000031, -4.8657069229454040, 360.0000030593939755, -4.8657794417234, -2.905970971144e-12, 7.1226636814729e-05, 1.121525919062e-19, 20933279.0000000782310963, 0.0000000000000410, 26.0229821581131198, 0.00048744179126036, 7629.0000162534, 20925650, 0.154048185, 0.0539168646, 0.154048185, 0, 0, 0, 0, 0, 0, -2.17431667e-14, -0, -2.17431667e-14, -2.17431667e-14, -2.17431667e-14, -7.61010833e-15, -2.17431667e-14, 15, 0.5, 1, 0, 117.5736812, -2.974373923e-05, -1.514917589e-10, 0.6634132059
0.12499995, 0, 0, 0, 0.5, 0, 0, 3.089208813, -7.852413224e-13, 15, 0.0000000000010373, 0.0000015104335665, -0.0000000000014622, 0.0000000000435110, 0.0000225661843447, -0.0000000000372874, 47.03510843, 7756896.291, 223.054256199, 1542.68942411, 222.2503985439018948, -0.0000000000234881, -18.9198719765603194, 222.2503985439018948, -0.0000000000234881, -18.9198719765603194, 223.0542529027038938, -0.0000000000169049, -0.0003031692911470, 7629.0000212863, 7629.0000212863, 0.0000000000000085, -4.8656967258501345, 360.0000030593939186, -4.8657799791395, -6.0333585962352e-12, 8.1401871903022e-05, -4.1986512596892e-19, 20933279.0000001601874828, -0.0000000000001534, 29.7405514973247378, 0.00055707633286898, 7629.0000212863, 20925650, 0.154048185, 0.0539168646, 0.154048185, 0, 0, 0, 0, 0, 0, -3.91572754e-14, -0, -3.91572754e-14, -3.91572754e-14, -3.91572754e-14, -1.37050464e-14, -3.91572754e-14, 15, 0.5, 1, 0, 117.5736846, -3.472636133e-05, -2.253768293e-10, 0.6634132059
0.14166661, 0, 0, 0, 0.5, 0, 0, 3.089208813, -1.312413358e-12, 15, 0.0000000000022789, 0.0000019452442410, -0.0000000000023691, 0.0000000000751176, 0.0000260943531026, -0.0000000000546830, 47.03511117, 7756896.516, 223.054262714, 1542.68942506, 222.2504048304857633, -0.0000000000408632, -18.9198749307781853, 222.2504048304857633, -0.0000000000408632, -18.9198749307781853, 223.0542594690836324, -0.0000000000316668, -0.0003451321139742, 7629.0000270158, 7629.0000270158, 0.0000000000000370, -4.8656865220026528, 360.0000030593939186, -4.8657805982796, -1.0496505746735e-11, 9.1577107293218e-05, -1.5127776059191e-18, 20933279.0000002793967724, -0.0000000000005527, 33.4581209468399265, 0.0006267108744776, 7629.0000270158, 20925650, 0.154048185, 0.0539168646, 0.154048185, 0, 0, 0, 0, 0, 0, -6.54455259e-14, -0, -6.54455259e-14, -6.54455259e-14, -6.54455259e-14, -2.2905934e-14, -6.54455259e-14, 15, 0.5, 1, 0, 117.5736879, -3.955078484e-05, -3.11738233e-10, 0.6634132059
0.15833327, 0, 0, 0, 0.5, 0, 0, 3.089208813, -2.068170341e-12, 15, 0.0000000000042212, 0.0000024403149988, -0.0000000000036414, 0.0000000001172235, 0.0000297094200618, -0.0000000000766415, 47.03511386, 7756896.738, 223.054269124, 1542.689426, 222.2504109870978368, -0.0000000000642365, -18.9198781829790548, 222.2504109870978368, -0.0000000000642365, -18.9198781829790548, 223.0542659314710079, -0.0000000000520822, -0.0003874361788903, 7629.0000334494, 7629.0000334494, 0.0000000000000929, -4.8656763104102438, 360.0000030593939186, -4.8657812965183, -1.650037535784e-11, 0.00010175234298058, -3.405719097229e-18, 20933279.0000004395842552, -0.0000000000012443, 37.1756905049297259, 0.00069634541608622, 7629.0000334494, 20925650, 0.154048185, 0.0539168646, 0.154048185, 0, 0, 0, 0, 0, 0, -1.03132519e-13, -0, -1.03132519e-13, -1.03132519e-13, -1.03132519e-13, -3.60963816e-14, -1.03132519e-13, 15, 0.5, 1, 0, 117.5736912, -4.421837944e-05, -4.102191248e-10, 0.6634132059
